season,Match_date,city,team1,team2,winner,toss_winner,toss_decision,win_by_runs,win_by_wickets
2017,2017/01/29,Nagpur,India , England,India, England,field,5,
2017,2017/02/01,Bengaluru,India , England,India, England,bat,75,
2017,2017/02/17,Melbourne,Australia , Sri Lanka, Sri Lanka, Sri Lanka,field,,5
2017,2017/02/17,Auckland,New Zealand , South Africa, South Africa, South Africa,bat,78,
2017,2017/02/19,Geelong,Australia , Sri Lanka, Sri Lanka, Sri Lanka,field,,2
2017,2017/02/22,Adelaide,Australia , Sri Lanka, Sri Lanka,Australia,field,41,
2017,2017/03/08,Greater Noida,Afghanistan , Ireland,Afghanistan , Ireland,bat,,6
2017,2017/03/10,Greater Noida,Afghanistan , Ireland,Afghanistan ,Afghanistan ,bat,17,
2017,2017/03/12,Greater Noida,Afghanistan , Ireland,Afghanistan , Ireland,field,28,
2017,2017/03/26,Bridgetown,West Indies , Pakistan, Pakistan, Pakistan,field,,6
2017,2017/03/30,Port of Spain,West Indies , Pakistan, Pakistan,West Indies,field,3,
2017,2017/04/01,Port of Spain,West Indies , Pakistan,West Indies , Pakistan,field,,7
2017,2017/04/02,Port of Spain,West Indies , Pakistan, Pakistan, Pakistan,field,,7
2017,2017/04/04,Colombo (RPS),Sri Lanka ,Bangladesh,Sri Lanka ,Bangladesh,bat,,6
2017,2017/04/06,Colombo (RPS),Sri Lanka , Bangladesh, Bangladesh, Bangladesh,bat,45,
2017,2017/06/02,Basseterre,West Indies , Afghanistan,West Indies , Afghanistan,bat,,6
2017,2017/06/03,Basseterre,West Indies ,Afghanistan,West Indies ,West Indies ,bat,29,
2017,2017/06/05,Basseterre,West Indies , Afghanistan,West Indies , Afghanistan,bat,,7
2017,2017/06/21,Southampton,England ,South Africa,England ,South Africa,bat,,9
2017,2017/06/23,Taunton,England ,South Africa,South Africa,England ,field,3,
2017,2017/06/25,Cardiff,England , South Africa,England , South Africa,field,19,
2017,2017/07/09,Kingston,West Indies ,India,West Indies ,West Indies ,field,,9
2017,2017/09/06,Colombo (RPS),Sri Lanka , India, India, India,field,,7
2017,2017/09/12,Lahore,Pakistan ,World-XI,Pakistan ,World-XI,field,20,
2017,2017/09/13,Lahore,Pakistan ,World-XI,World-XI,Pakistan ,bat,,7
2017,2017/09/15,Lahore,Pakistan ,World-XI,Pakistan ,World-XI,field,33,
2017,2017/09/16,Chester-le-Street,England ,West Indies,West Indies,England ,field,21,
2017,2017/10/07,Ranchi,India , Australia,India ,India ,field,,9
2017,2017/10/10,Guwahati,India , Australia, Australia, Australia,field,,8
2017,2017/10/13,Hyderabad (Deccan),India , Australia, Australia,,,-,-
2017,2017/10/26,Abu Dhabi,Pakistan ,Sri Lanka,Pakistan ,Pakistan ,field,,7
2017,2017/10/26,Bloemfontein,South Africa ,Bangladesh,South Africa ,South Africa ,bat,20,
2017,2017/10/27,Abu Dhabi,Pakistan ,Sri Lanka,Pakistan ,Sri Lanka,field,,2
2017,2017/10/29,Lahore,Pakistan , Sri Lanka,Pakistan , Sri Lanka,bat,36,
2017,2017/10/29,Potchefstroom,South Africa , Bangladesh,South Africa , Bangladesh,field,83,
2017,2017/11/01,Delhi,India , New Zealand,India , New Zealand,field,53,
2017,2017/11/04,Rajkot,India , New Zealand, New Zealand, New Zealand,bat,40,
2017,2017/11/07,Thiruvananthapuram,India , New Zealand,India , New Zealand,field,6,
2017,2017/12/20,Cuttack,India , Sri Lanka,India , Sri Lanka,field,93,
2017,2017/12/22,Indore,India , Sri Lanka,India , Sri Lanka,field,88,
2017,2017/12/24,Mumbai,India , Sri Lanka,India ,India,field,,5
2017,2017/12/29,Nelson,New Zealand , West Indies,New Zealand , West Indies,field,47,
2018,2018/01/01,Mount Maunganui,New Zealand ,West Indies,New Zealand ,West Indies,field,-,-
2018,2018/01/03,Mount Maunganui,New Zealand ,West Indies,New Zealand ,New Zealand ,bat,119,
2018,2018/01/22,Wellington,New Zealand , Pakistan,New Zealand ,New Zealand ,field,,7
2018,2018/01/25,Auckland,New Zealand , Pakistan, Pakistan, Pakistan,bat,48,
2018,2018/01/28,Mount Maunganui,New Zealand , Pakistan, Pakistan, Pakistan,bat,18,
2018,2018/02/03,Sydney,Australia, New Zealand,Australia,Australia,field,,7
2018,2018/02/05,Sharjah,Afghanistan ,Zimbabwe,Afghanistan ,Afghanistan ,field,,5
2018,2018/02/06,Sharjah,Afghanistan , Zimbabwe,Afghanistan , Zimbabwe,field,17,
2018,2018/02/07,Hobart,Australia,England,Australia,Australia,field,,5
2018,2018/02/10,Melbourne,Australia, England,Australia,Australia,field,,7
2018,2018/02/13,Wellington,New Zealand , England,New Zealand , England,field,12,
2018,2018/02/15,Dhaka,Bangladesh, Sri Lanka, Sri Lanka,Bangladesh,bat,,6
2018,2018/02/16,Auckland,New Zealand ,Australia,Australia,Australia,bat,,5
2018,2018/02/18,Sylhet,Bangladesh, Sri Lanka, Sri Lanka,Bangladesh,field,75,
2018,2018/02/18,Hamilton,New Zealand , England, England,New Zealand ,bat,2,
2018,2018/02/18,Johannesburg,South Africa, India, India,South Africa,field,28,
2018,2018/02/21,Auckland,New Zealand ,Australia,Australia,New Zealand ,field,19,
2018,2018/02/21,Centurion,South Africa, India,South Africa,South Africa,field,,6
2018,2018/02/24,Cape Town,South Africa, India, India,South Africa,field,7,
2018,2018/03/06,Colombo (RPS),Sri Lanka , India, India, India,bat,,5
2018,2018/03/08,Colombo (RPS),Bangladesh, India, India, India,bat,,6
2018,2018/03/10,Colombo (RPS),Sri Lanka , Bangladesh,Sri Lanka ,Sri Lanka ,field,,5
2018,2018/03/12,Colombo (RPS),Sri Lanka , India, India, India,field,,6
2018,2018/03/14,Colombo (RPS),Bangladesh, India, India, Bangladesh,field,17,
2018,2018/03/16,Colombo (RPS),Sri Lanka , Bangladesh, Bangladesh, Bangladesh,field,,2
2018,2018/03/18,Colombo (RPS),Bangladesh, India, India, India,field,,4
2018,2018/04/01,Karachi,Pakistan ,West Indies,Pakistan ,West Indies,field,143,
2018,2018/04/02,Karachi,Pakistan , West Indies,Pakistan ,Pakistan ,bat,82,
2018,2018/04/03,Karachi,Pakistan , West Indies, West Indies, West Indies,bat,,8
2018,2018/05/31,Lord's,World XI , West Indies,Pakistan ,World XI ,field,72,
2018,2018/06/03,Dehradun,Afghanistan , Bangladesh,Afghanistan , Bangladesh,field,45,
2018,2018/06/05,Dehradun,Afghanistan , Bangladesh,Afghanistan , Bangladesh,bat,,6
2018,2018/06/07,Dehradun,Afghanistan ,Bangladesh,Afghanistan ,Afghanistan ,bat,1,
2018,2018/06/12,Rotterdam,Netherlands ,Ireland,Netherlands ,Ireland,field,4,
2018,2018/06/12,Edinburgh,Scotland,Pakistan,Pakistan,Pakistan,bat,48,
2018,2018/06/13,Rotterdam,Netherlands , Ireland,Netherlands , Ireland,bat,,4
2018,2018/06/13,Edinburgh,Scotland,Pakistan,Pakistan,Pakistan,bat,84,
2018,2018/06/16,Deventer,Ireland , Scotland,Ireland ,Ireland ,bat,46,
2018,2018/06/17,Deventer,Ireland , Scotland,,Ireland ,bat,-,-
2018,2018/06/19,Amstelveen,Netherlands ,Scotland,Scotland,Netherlands ,bat,,7
2018,2018/06/20,Amstelveen,Netherlands , Scotland, Scotland, Scotland,bat,115,
2018,2018/06/27,Birmingham,England ,Australia,England ,Australia,field,28,
2018,2018/06/27,Dublin (Malahide),Ireland , India, India, India,field,76,
2018,2018/06/29,Dublin (Malahide),Ireland ,India,India,India,field,143,
2018,2018/07/01,Harare,Zimbabwe , Pakistan, Pakistan,Zimbabwe ,field,74,
2018,2018/07/02,Harare,Australia, Pakistan,Australia,Australia,field,,9
2018,2018/07/03,Manchester,England ,India,India,India,field,,8
2018,2018/07/03,Harare,Zimbabwe , Australia, Australia,Zimbabwe ,field,100,
2018,2018/07/04,Harare,Zimbabwe , Pakistan, Pakistan, Pakistan,field,,7
2018,2018/07/05,Harare,Australia, Pakistan, Pakistan,Australia,field,45,
2018,2018/07/06,Cardiff,England , India,England ,England ,field,,5
2018,2018/07/06,Harare,Zimbabwe , Australia, Australia,Zimbabwe ,bat,,5
2018,2018/07/08,Harare,Australia, Pakistan, Pakistan,Australia,bat,,6
2018,2018/07/08,Bristol,England , India, India, India,bat,,7
2018,2018/07/29,Lord's,Nepal , Netherlands,,Nepal ,field,-,-
2018,2018/07/31,Basseterre,West Indies , Bangladesh,West Indies ,West Indies ,field,,7
2018,2018/08/04,Lauderhill,Bangladesh,West Indies, Bangladesh,West Indies,field,12,
2018,2018/08/05,Lauderhill,Bangladesh, West Indies, Bangladesh, Bangladesh,bat,19,
2018,2018/08/14,Colombo (RPS),Sri Lanka , South Africa,Sri Lanka , South Africa,bat,,3
2018,2018/08/20,Bready,Ireland , Afghanistan, Afghanistan,Ireland ,field,16,
2018,2018/08/22,Bready,Ireland ,Afghanistan,Afghanistan,Afghanistan,bat,81,
2018,2018/08/24,Bready,Ireland , Afghanistan,,,,-,-
2018,2018/10/09,East London,South Africa, Zimbabwe,South Africa,South Africa,bat,34,
2018,2018/10/12,Potchefstroom,South Africa, Zimbabwe,South Africa, Zimbabwe,bat,,6
2018,2018/10/14,Benoni,South Africa, Zimbabwe,,,,-,-
2018,2018/10/22,Tolerance Oval,U.A.E., Australia, Australia,U.A.E.,bat,,7
2018,2018/10/24,Abu Dhabi,Australia, Pakistan, Pakistan,Australia,field,66,
2018,2018/10/26,Dubai (DSC),Australia, Pakistan, Pakistan, Pakistan,bat,11,
2018,2018/10/27,Colombo (RPS),Sri Lanka ,England,England,Sri Lanka ,field,30,
2018,2018/10/28,Dubai (DSC),Australia, Pakistan, Pakistan, Pakistan,bat,33,
2018,2018/10/31,Abu Dhabi,New Zealand , Pakistan, Pakistan, Pakistan,bat,2,
2018,2018/11/02,Dubai (DSC),New Zealand ,Pakistan,Pakistan,New Zealand ,bat,,6
2018,2018/11/04,Kolkata,India , West Indies,India ,India ,field,,5
2018,2018/11/04,Dubai (DSC),New Zealand ,Pakistan,Pakistan,Pakistan,bat,47,
2018,2018/11/06,Lucknow,India , West Indies, West Indies, West Indies,field,71,
2018,2018/11/11,Chennai,India ,West Indies,West Indies,West Indies,bat,,6
2018,2018/11/17,Carrara,Australia, South Africa, South Africa,Australia,field,21,
2018,2018/11/21,Brisbane,Australia,India,India,India,field,4,
2018,2018/11/23,Melbourne,Australia, India, India, India,field,-,-
2018,2018/11/25,Sydney,Australia,India,India,Australia,bat,,6
2018,2018/12/17,Sylhet,Bangladesh,West Indies,West Indies,Bangladesh,bat,,8
2018,2018/12/20,Dhaka,Bangladesh, West Indies,Bangladesh, West Indies,field,36,
2018,2018/12/22,Dhaka,Bangladesh, West Indies, West Indies,Bangladesh,field,50,
2019,2019/01/11,Auckland,New Zealand, Sri Lanka,New Zealand, Sri Lanka,field,35,
2019,2019/02/01,Cape Town,South Africa, Pakistan,South Africa, Pakistan,field,6,
2019,2019/02/03,Johannesburg,South Africa, Pakistan,South Africa, Pakistan,field,7,
2019,2019/02/06,Wellington,New Zealand, India,New Zealand, India,field,80,
2019,2019/02/06,Centurion,South Africa, Pakistan, Pakistan,South Africa,field,27,
2019,2019/02/08,Auckland,New Zealand, India, India,New Zealand,bat,,7
2019,2019/02/10,Hamilton,New Zealand, India,New Zealand, India,field,4,
2019,2019/02/13,Al Amerat,Netherlands ,Scotland,Scotland,Scotland,bat,,7
2019,2019/02/13,Al Amerat,Oman ,Ireland,Ireland,Ireland,bat,15,
2019,2019/02/15,Al Amerat,Ireland , Scotland, Scotland, Scotland,bat,,6
2019,2019/02/15,Al Amerat,Oman ,Netherlands,Netherlands,Netherlands,bat,,8
2019,2019/02/17,Al Amerat,Ireland , Netherlands, Netherlands, Netherlands,bat,,1
2019,2019/02/17,Al Amerat,Oman , Scotland, Scotland, Scotland,bat,,7
2019,2019/02/21,Dehradun,Afghanistan, Ireland, Ireland,Afghanistan,bat,,5
2019,2019/02/23,Dehradun,Afghanistan,Ireland,Afghanistan,Afghanistan,bat,84,
2019,2019/02/24,Dehradun,Afghanistan, Ireland, Ireland,Afghanistan,field,32,
2019,2019/02/24,Visakhapatnam,India, Australia, Australia, Australia,field,,3
2019,2019/02/27,Bengaluru,India, Australia, Australia, Australia,field,,7
2019,2019/03/05,Gros Islet,West Indies ,England,England,England,field,,4
2019,2019/03/08,Basseterre,West Indies ,England,England,West Indies ,field,137,
2019,2019/03/10,Basseterre,West Indies ,England,England,West Indies ,bat,,8
2019,2019/03/19,Cape Town,South Africa, Sri Lanka,,South Africa,field,-,-
2019,2019/03/22,Centurion,South Africa, Sri Lanka,South Africa, Sri Lanka,field,16,
2019,2019/03/24,Johannesburg,South Africa, Sri Lanka,South Africa, Sri Lanka,field,45,
2019,2019/05/05,Cardiff,England ,Pakistan,England ,Pakistan,bat,,7
2019,2019/05/20,Kampala,Ghana , Namibia, Namibia, Namibia,field,,9
2019,2019/05/20,Kampala,Kenya , Nigeria,Kenya ,Kenya ,field,,8
2019,2019/05/21,Kampala,Ghana, Kenya, Kenya,Ghana,field,53,
2019,2019/05/21,Kampala,Uganda , Namibia, Namibia, Namibia,bat,42,
2019,2019/05/22,Kampala,Botswana , Namibia, Namibia,Botswana ,bat,,
2019,2019/05/22,Kampala,Uganda,Kenya,Kenya,Kenya,bat,1,
2019,2019/05/23,Kampala,Botswana , Kenya,,,,-,-
2019,2019/05/23,Kampala,Namibia ,Nigeria,,,,-,-
2019,2019/05/24,Kampala,Kenya ,Namibia,,,,-,-
2019,2019/06/23,Rotterdam,Netherlands , Zimbabwe,Netherlands , Zimbabwe,field,49,
2019,2019/06/25,Rotterdam,Netherlands , Zimbabwe,,Netherlands ,bat,-,-
2019,2019/07/10,Belfast,Ireland , Zimbabwe,,,,-,-
2019,2019/07/12,Bready,Ireland , Zimbabwe,Ireland ,Ireland ,field,,9
2019,2019/07/14,Bready,Ireland , Zimbabwe, Zimbabwe, Zimbabwe,field,,8
2019,2019/08/03,Lauderhill,India, West Indies,India,India,field,,4
2019,2019/08/03,Amstelveen,Netherlands , U.A.E., U.A.E., U.A.E.,bat,13,
2019,2019/08/04,Lauderhill,India, West Indies,India,India,bat,22,
2019,2019/08/05,Amstelveen,Netherlands , U.A.E., U.A.E.,Netherlands ,field,,5
2019,2019/08/06,The Hague,Netherlands , U.A.E., U.A.E., U.A.E.,field,14,
2019,2019/08/06,Providence,West Indies , India, India, India,field,,7
2019,2019/08/08,The Hague,Netherlands , U.A.E., U.A.E.,Netherlands ,field,,7
2019,2019/08/18,Sandys Parish,Bermuda,U.S.A.,Bermuda,Bermuda,bat,6,
2019,2019/08/19,Hamilton,Bermuda,Canada,,Bermuda,bat,-,-
2019,2019/08/19,Windhoek,Namibia , Botswana,Namibia , Botswana,field,93,
2019,2019/08/20,Windhoek,Namibia , Botswana,Namibia , Botswana,field,124,
2019,2019/08/21,Sandys Parish,Bermuda, Cayman Islands, Cayman Islands, Cayman Islands,bat,,6
2019,2019/08/22,Sandys Parish,Bermuda, U.S.A., U.S.A.,Bermuda,field,,4
2019,2019/08/22,Windhoek,Namibia , Botswana,Namibia ,Namibia,bat,78,
2019,2019/08/23,Windhoek,Namibia , Botswana,Namibia , Botswana,bat,,8
2019,2019/08/24,Sandys Parish,Bermuda,Canada,Canada,Bermuda,bat,,8
2019,2019/08/25,Sandys Parish,Bermuda,Cayman Islands,Cayman Islands,Cayman Islands,bat,,6
2019,2019/09/01,Pallekele,Sri Lanka , New Zealand, New Zealand,Sri Lanka ,bat,,5
2019,2019/09/03,Pallekele,Sri Lanka , New Zealand, New Zealand,Sri Lanka ,bat,,4
2019,2019/09/06,Pallekele,Sri Lanka , New Zealand,Sri Lanka ,Sri Lanka ,bat,37,
2019,2019/09/13,Dhaka,Bangladesh ,Zimbabwe,Bangladesh ,Bangladesh ,field,,3
2019,2019/09/14,Dhaka,Afghanistan, Zimbabwe,Afghanistan, Zimbabwe,field,28,
2019,2019/09/15,Dhaka,Bangladesh ,Afghanistan,Bangladesh ,Bangladesh ,field,25,
2019,2019/09/15,Dharamsala,India, South Africa,,,,-,-
2019,2019/09/15,Dublin (Malahide),Ireland , Netherlands,,,,-,-
2019,2019/09/16,Dublin (Malahide),Netherlands ,Scotland,Scotland,Netherlands ,field,58,
2019,2019/09/17,Dublin (Malahide),Ireland , Scotland,Ireland , Scotland,bat,,4
2019,2019/09/18,Chattogram,Bangladesh , Zimbabwe,Bangladesh , Zimbabwe,field,39,
2019,2019/09/18,Mohali,India, South Africa,India,India,field,,7
2019,2019/09/18,Dublin (Malahide),Ireland , Netherlands, Netherlands,Ireland ,bat,,6
2019,2019/09/19,Dublin (Malahide),Netherlands ,Scotland,Scotland,Netherlands ,bat,,6
2019,2019/09/20,Chattogram,Afghanistan, Zimbabwe, Zimbabwe,Afghanistan,bat,,7
2019,2019/09/20,Dublin (Malahide),Ireland , Scotland, Scotland, Scotland,bat,1,
2019,2019/09/21,Chattogram,Bangladesh , Afghanistan, Afghanistan, Afghanistan,bat,,4
2019,2019/09/22,Bengaluru,India, South Africa, South Africa,India,bat,,9
2019,2019/09/24,Dhaka,Bangladesh , Afghanistan, Afghanistan, Afghanistan,bat,-,-
2019,2019/09/27,Singapore,Nepal,Zimbabwe,Zimbabwe,Nepal,field,,5
2019,2019/09/29,Singapore,Singapore ,Zimbabwe,Zimbabwe,Zimbabwe,field,4,
2019,2019/10/01,Singapore,Nepal , Zimbabwe, Zimbabwe, Zimbabwe,bat,40,
2019,2019/10/03,Singapore,Singapore ,Zimbabwe,Singapore ,Singapore ,bat,,8
2019,2019/10/05,Al Amerat,Ireland , Netherlands, Netherlands, Netherlands,bat,,6
2019,2019/10/05,Lahore,Pakistan , Sri Lanka, Sri Lanka,Pakistan ,field,64,
2019,2019/10/06,Al Amerat,Oman ,Ireland,Ireland,Ireland,bat,43,
2019,2019/10/07,Al Amerat,Hong Kong , Ireland, Ireland, Ireland,bat,66,
2019,2019/10/07,Al Amerat,Nepal ,Netherlands,Netherlands,Netherlands,bat,,4
2019,2019/10/07,Lahore,Pakistan , Sri Lanka, Sri Lanka, Sri Lanka,bat,35,
2019,2019/10/09,Al Amerat,Ireland , Nepal, Nepal, Nepal,bat,13,
2019,2019/10/09,Al Amerat,Oman ,Netherlands,Netherlands,Netherlands,bat,,7
2019,2019/10/09,Lahore,Pakistan , Sri Lanka, Sri Lanka, Sri Lanka,bat,13,
2019,2019/10/10,Al Amerat,Hong Kong , Netherlands, Netherlands, Netherlands,bat,37,
2019,2019/10/18,Abu Dhabi,Hong Kong , Ireland, Ireland, Ireland,bat,,8
2019,2019/10/18,ICCA Dubai,Kenya , Netherlands, Netherlands, Netherlands,bat,30,
2019,2019/10/18,ICCA Dubai,Scotland , Singapore, Singapore,Scotland ,field,2,
2019,2019/10/19,ICCA Dubai,Bermuda, P.N.G., P.N.G., P.N.G.,field,,
2019,2019/10/19,ICCA 2 Dubai,Kenya ,Scotland,Scotland,Scotland,bat,31,
2019,2019/10/19,ICCA Dubai,Namibia , Netherlands, Netherlands, Netherlands,bat,44,
2019,2019/10/19,Abu Dhabi,U.A.E. ,Ireland,Ireland,U.A.E. ,field,,5
2019,2019/10/20,ICCA 2 Dubai,Bermuda, Singapore, Singapore,Bermuda,bat,,5
2019,2019/10/20,ICCA 2 Dubai,Namibia , P.N.G., P.N.G., P.N.G.,bat,81,
2019,2019/10/21,ICCA Dubai,Bermuda,Kenya,Kenya,Kenya,bat,45,
2019,2019/10/21,Tolerance Oval,Ireland ,Oman,Ireland ,Oman,field,35,
2019,2019/10/21,ICCA Dubai,P.N.G. , Scotland, Scotland, Scotland,bat,4,
2019,2019/10/22,ICCA Dubai,Namibia ,Scotland,Namibia ,Namibia ,field,24,
2019,2019/10/22,ICCA Dubai,Netherlands ,Singapore,Netherlands ,Singapore,bat,,5
2019,2019/10/23,ICCA 2 Dubai,Bermuda,Namibia,Namibia,Namibia,field,,6
2019,2019/10/23,Abu Dhabi,Canada , Ireland,Canada ,Canada ,bat,10,
2019,2019/10/23,ICCA 2 Dubai,Kenya ,Singapore,Kenya ,Singapore,bat,,7
2019,2019/10/24,Dubai (DSC),Bermuda,Scotland,Scotland,Bermuda,field,46,
2019,2019/10/24,ICCA Dubai,Netherlands , P.N.G.,Netherlands , P.N.G.,bat,,5
2019,2019/10/25,Tolerance Oval,Ireland , Jersey,Ireland ,Ireland ,field,,8
2019,2019/10/25,Dubai (DSC),Kenya ,Namibia,Namibia,Namibia,bat,87,
2019,2019/10/26,Dubai (DSC),Bermuda, Netherlands, Netherlands, Netherlands,bat,92,
2019,2019/10/26,Abu Dhabi,Ireland , Nigeria,Ireland , Nigeria,bat,,8
2019,2019/10/26,Dubai (DSC),Namibia , Singapore, Singapore, Singapore,field,87,
2019,2019/10/27,Adelaide,Australia, Sri Lanka,Australia, Sri Lanka,field,134,
2019,2019/10/27,Dubai (DSC),Kenya , P.N.G., P.N.G., P.N.G.,bat,45,
2019,2019/10/27,Dubai (DSC),Netherlands ,Scotland,Scotland,Scotland,bat,,4
2019,2019/10/29,Dubai (DSC),Namibia ,Oman,Oman,Oman,bat,54,
2019,2019/10/29,Dubai (DSC),U.A.E. , Netherlands, Netherlands, Netherlands,bat,,8
2019,2019/10/30,Brisbane,Australia, Sri Lanka,Australia, Sri Lanka,bat,,9
2019,2019/10/30,Dubai (DSC),U.A.E. , Scotland, Scotland, Scotland,bat,90,
2019,2019/10/31,ICCA Dubai,Oman , Scotland, Scotland, Scotland,bat,,5
2019,2019/11/01,Melbourne,Australia,Sri Lanka,Australia,Australia,field,,7
2019,2019/11/01,Dubai (DSC),Ireland , Netherlands, Netherlands, Netherlands,bat,21,
2019,2019/11/01,Dubai (DSC),Namibia , P.N.G., P.N.G., P.N.G.,bat,18,
2019,2019/11/01,Christchurch,New Zealand, England, England, England,field,,7
2019,2019/11/02,Dubai (DSC),Ireland , Namibia, Namibia, Namibia,bat,27,
2019,2019/11/02,Dubai (DSC),Netherlands , P.N.G., P.N.G., P.N.G.,bat,,7
2019,2019/11/03,Sydney,Australia, Pakistan, Pakistan, Pakistan,bat,-,-
2019,2019/11/03,Delhi,India, Bangladesh, Bangladesh, Bangladesh,bat,,7
2019,2019/11/03,Wellington,New Zealand, England,New Zealand, England,field,21,
2019,2019/11/05,Canberra,Australia, Pakistan, Pakistan, Pakistan,bat,,7
2019,2019/11/05,Nelson,New Zealand, England, England,New Zealand,bat,14,
2019,2019/11/07,Rajkot,India,Bangladesh,Bangladesh,Bangladesh,bat,,8
2019,2019/11/08,Perth,Australia,Pakistan,Pakistan,Pakistan,bat,,
2019,2019/11/08,Napier,New Zealand, England, England,New Zealand,field,76,
2019,2019/11/10,Nagpur,India, Bangladesh, Bangladesh, Bangladesh,bat,30,
2019,2019/11/10,Auckland,New Zealand, England,, England,field,-,-
2019,2019/11/14,Lucknow,Afghanistan,West Indies,West Indies,Afghanistan,field,30,
2019,2019/11/16,Lucknow,Afghanistan, West Indies, West Indies,Afghanistan,bat,41,
2019,2019/11/17,Lucknow,Afghanistan, West Indies, West Indies,Afghanistan,bat,29,
2019,2019/12/06,Hyderabad (Deccan),India, West Indies,India,India,field,,6
2019,2019/12/08,Thiruvananthapuram,India, West Indies, West Indies, West Indies,field,,8
2019,2019/12/11,Mumbai,India, West Indies,India, West Indies,field,67,
2020,2020/01/05,Guwahati,India , Sri Lanka, Sri Lanka,,,-,-
2020,2020/01/07,Indore,India , Sri Lanka,India ,India ,field,,7
2020,2020/01/10,Pune,India , Sri Lanka,India , Sri Lanka,field,78,
2020,2020/01/15,St George's,West Indies , Ireland, Ireland, Ireland,bat,4,
2020,2020/01/18,Basseterre,West Indies , Ireland,,West Indies ,field,-,-
2020,2020/01/19,Basseterre,West Indies , Ireland,West Indies , Ireland,bat,,9
2020,2020/01/24,Auckland,New Zealand , India, India, India,field,,6
2020,2020/01/24,Lahore,Pakistan , Bangladesh,Pakistan , Bangladesh,bat,,5
2020,2020/01/25,Lahore,Pakistan , Bangladesh,Pakistan , Bangladesh,bat,,9
2020,2020/01/26,Auckland,New Zealand , India, India,New Zealand,bat,,7
2020,2020/01/27,Lahore,Pakistan , Bangladesh,,,,-,-
2020,2020/01/29,Hamilton,New Zealand , India, India,New Zealand,field,-,-
2020,2020/01/31,Wellington,New Zealand , India,,New Zealand,field,-,-
2020,2020/02/02,Mount Maunganui,New Zealand , India, India,India,bat,7,
2020,2020/02/12,East London,South Africa , England,South Africa , England,field,1,
2020,2020/02/14,Durban,South Africa , England, England,South Africa ,field,2,
2020,2020/02/16,Centurion,South Africa , England, England,South Africa ,bat,,5
2020,2020/02/21,Johannesburg,South Africa , Australia, Australia,South Africa ,field,107,
2020,2020/02/23,Port Elizabeth,South Africa , Australia,South Africa ,South Africa ,bat,12,
2020,2020/02/26,Cape Town,South Africa , Australia, Australia,South Africa ,field,97,
2020,2020/03/04,Pallekele,Sri Lanka , West Indies, West Indies, West Indies,bat,25,
2020,2020/03/06,Greater Noida,Afghanistan , Ireland, Ireland, Ireland,bat,11,
2020,2020/03/06,Pallekele,Sri Lanka , West Indies, West Indies, West Indies,field,,7
2020,2020/03/08,Greater Noida,Afghanistan , Ireland,Afghanistan ,Afghanistan ,bat,21,
2020,2020/03/09,Dhaka,Bangladesh , Zimbabwe, Zimbabwe, Zimbabwe,bat,48,
2020,2020/03/10,Greater Noida,Afghanistan , Ireland,Afghanistan ,Ireland,bat,-,-
2020,2020/03/11,Dhaka,Bangladesh , Zimbabwe,, Zimbabwe,bat,,9
2020,2020/03/24,Dunedin,New Zealand , Australia,,,,-,-
2020,2020/03/25,Windhoek,Namibia , Netherlands,,,,-,-
2020,2020/03/26,Windhoek,Namibia , Netherlands,,,,-,-
2020,2020/03/27,Auckland,New Zealand , Australia,,,,-,-
2020,2020/03/28,Windhoek,Namibia , Netherlands,,,,-,-
2020,2020/03/29,Christchurch,New Zealand , Australia,,,,-,-
2020,2020/04/02,Bulawayo,Zimbabwe , Ireland,,,,-,-
2020,2020/04/04,Bulawayo,Zimbabwe , Ireland,,,,-,-
2020,2020/04/05,Bulawayo,Zimbabwe , Ireland,,,,-,-